symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
RPL19P12	ribosomal protein L19 pseudogene 12	100129424		
RPL19P13	ribosomal protein L19 pseudogene 13	392193	ENSG00000239315	
RPL19P14	ribosomal protein L19 pseudogene 14	100270951	ENSG00000240870	
RPL19P15	ribosomal protein L19 pseudogene 15	642306		
RPL19P16	ribosomal protein L19 pseudogene 16	646255	ENSG00000236762	
RPL19P17	ribosomal protein L19 pseudogene 17	100271287		
RPL19P18	ribosomal protein L19 pseudogene 18	100271288	ENSG00000241654	
RPL19P19	ribosomal protein L19 pseudogene 19	646820		
RPL19P20	ribosomal protein L19 pseudogene 20	392451	ENSG00000229168	
RPL19P21	ribosomal protein L19 pseudogene 21	392557	ENSG00000230508	
RPL21	ribosomal protein L21	6144	ENSG00000122026	P46778
RPL21P1	ribosomal protein L21 pseudogene 1	6145	ENSG00000214760	
RPL21P2	ribosomal protein L21 pseudogene 2	140715	ENSG00000215063	
RPL21P3	ribosomal protein L21 pseudogene 3	128760	ENSG00000225419	
RPL21P4	ribosomal protein L21 pseudogene 4	140660	ENSG00000240828	
RPL21P5	ribosomal protein L21 pseudogene 5	641613	ENSG00000258640	
RPL21P6	ribosomal protein L21 pseudogene 6	652975	ENSG00000239199	
RPL21P7	ribosomal protein L21 pseudogene 7	145370	ENSG00000258613	
RPL21P8	ribosomal protein L21 pseudogene 8	319145	ENSG00000180662	
RPL21P9	ribosomal protein L21 pseudogene 9	283562	ENSG00000258618	
RPL21P10	ribosomal protein L21 pseudogene 10	319143	ENSG00000239272	
RPL21P11	ribosomal protein L21 pseudogene 11	157206	ENSG00000242571	
RPL21P12	ribosomal protein L21 pseudogene 12	122409	ENSG00000259535	
RPL21P13	ribosomal protein L21 pseudogene 13	319144	ENSG00000242837	
RPL21P14	ribosomal protein L21 pseudogene 14	729208	ENSG00000242747	
RPL21P15	ribosomal protein L21 pseudogene 15	654385	ENSG00000239465	
RPL21P16	ribosomal protein L21 pseudogene 16	729402	ENSG00000220842	
RPL21P17	ribosomal protein L21 pseudogene 17	727810	ENSG00000214073	
RPL21P18	ribosomal protein L21 pseudogene 18	729484	ENSG00000213343	
RPL21P19	ribosomal protein L21 pseudogene 19	641293	ENSG00000219133	
RPL21P20	ribosomal protein L21 pseudogene 20	388621	ENSG00000227311	
RPL21P21	ribosomal protein L21 pseudogene 21	100270877	ENSG00000224340	
RPL21P22	ribosomal protein L21 pseudogene 22	100270878	ENSG00000225142	
RPL21P23	ribosomal protein L21 pseudogene 23	100270879	ENSG00000236776	
RPL21P24	ribosomal protein L21 pseudogene 24	100270880	ENSG00000229554	
RPL21P25	ribosomal protein L21 pseudogene 25	100270881	ENSG00000232514	
RPL21P26	ribosomal protein L21 pseudogene 26	100270882	ENSG00000232918	
RPL21P27	ribosomal protein L21 pseudogene 27	100270952	ENSG00000225272	
RPL21P28	ribosomal protein L21 pseudogene 28	100131205	ENSG00000220749	
RPL21P29	ribosomal protein L21 pseudogene 29	440575	ENSG00000232037	
RPL21P30	ribosomal protein L21 pseudogene 30	100271157	ENSG00000235937	
RPL21P31	ribosomal protein L21 pseudogene 31	100271160	ENSG00000227187	
RPL21P32	ribosomal protein L21 pseudogene 32	100271161	ENSG00000224019	
RPL21P33	ribosomal protein L21 pseudogene 33	100270953	ENSG00000237024	
RPL21P34	ribosomal protein L21 pseudogene 34	100270954	ENSG00000238180	
RPL21P35	ribosomal protein L21 pseudogene 35	100270955	ENSG00000231494	
RPL21P36	ribosomal protein L21 pseudogene 36	100270956	ENSG00000233752	
RPL21P37	ribosomal protein L21 pseudogene 37	100129141	ENSG00000229503	
RPL21P38	ribosomal protein L21 pseudogene 38	100131481	ENSG00000233934	
RPL21P39	ribosomal protein L21 pseudogene 39	389156	ENSG00000239797	
RPL21P40	ribosomal protein L21 pseudogene 40	100271158	ENSG00000235670	
RPL21P41	ribosomal protein L21 pseudogene 41	100271159	ENSG00000214560	
RPL21P42	ribosomal protein L21 pseudogene 42	100271162	ENSG00000240068	
RPL21P43	ribosomal protein L21 pseudogene 43	100271163	ENSG00000231688	
RPL21P44	ribosomal protein L21 pseudogene 44	402176	ENSG00000229585	
RPL21P45	ribosomal protein L21 pseudogene 45	727821	ENSG00000239532	
RPL21P46	ribosomal protein L21 pseudogene 46	645174	ENSG00000241612	
RPL21P47	ribosomal protein L21 pseudogene 47	100271164	ENSG00000241344	
RPL21P48	ribosomal protein L21 pseudogene 48	100271165	ENSG00000242318	
RPL21P49	ribosomal protein L21 pseudogene 49	100271166	ENSG00000241981	
RPL21P50	ribosomal protein L21 pseudogene 50	100271167	ENSG00000228489	
RPL21P51	ribosomal protein L21 pseudogene 51	100271169	ENSG00000240674	
RPL21P52	ribosomal protein L21 pseudogene 52	100128351	ENSG00000242431	
RPL21P53	ribosomal protein L21 pseudogene 53	653156	ENSG00000244021	
RPL21P54	ribosomal protein L21 pseudogene 54	100271168	ENSG00000241829	
RPL21P55	ribosomal protein L21 pseudogene 55	100271170	ENSG00000239870	
RPL21P56	ribosomal protein L21 pseudogene 56	100271171	ENSG00000241739	
RPL21P57	ribosomal protein L21 pseudogene 57	100271172	ENSG00000241187	
RPL21P58	ribosomal protein L21 pseudogene 58	100271173	ENSG00000213663	
RPL21P59	ribosomal protein L21 pseudogene 59	100271174	ENSG00000253946	
RPL21P60	ribosomal protein L21 pseudogene 60	100271175	ENSG00000240729	
RPL21P61	ribosomal protein L21 pseudogene 61	645157	ENSG00000217379	
RPL21P62	ribosomal protein L21 pseudogene 62	442160	ENSG00000229765	
RPL21P63	ribosomal protein L21 pseudogene 63	100271176	ENSG00000217181	
RPL21P64	ribosomal protein L21 pseudogene 64	100271177	ENSG00000220110	
RPL21P65	ribosomal protein L21 pseudogene 65	100271178	ENSG00000216977	
RPL21P66	ribosomal protein L21 pseudogene 66	100271179	ENSG00000225343	
RPL21P67	ribosomal protein L21 pseudogene 67	100271180	ENSG00000219776	
RPL21P68	ribosomal protein L21 pseudogene 68	645452	ENSG00000216718	
RPL21P69	ribosomal protein L21 pseudogene 69	642738	ENSG00000216480	
RPL21P70	ribosomal protein L21 pseudogene 70	646489	ENSG00000213620	
RPL21P71	ribosomal protein L21 pseudogene 71	729962	ENSG00000239412	
RPL21P72	ribosomal protein L21 pseudogene 72	100271181	ENSG00000224593	
RPL21P73	ribosomal protein L21 pseudogene 73	100271182	ENSG00000234658	
RPL21P74	ribosomal protein L21 pseudogene 74	100271184	ENSG00000237551	
RPL21P75	ribosomal protein L21 pseudogene 75	728501	ENSG00000213860	
RPL21P76	ribosomal protein L21 pseudogene 76	645373	ENSG00000228030	
RPL21P77	ribosomal protein L21 pseudogene 77	100271183	ENSG00000241026	
RPL21P78	ribosomal protein L21 pseudogene 78	100271185	ENSG00000240237	
RPL21P79	ribosomal protein L21 pseudogene 79	100271188	ENSG00000240919	
RPL21P80	ribosomal protein L21 pseudogene 80	100133273	ENSG00000243181	
RPL21P81	ribosomal protein L21 pseudogene 81	100271389	ENSG00000230064	
RPL21P82	ribosomal protein L21 pseudogene 82	650059	ENSG00000227399	
RPL21P83	ribosomal protein L21 pseudogene 83	100271186	ENSG00000230188	
RPL21P84	ribosomal protein L21 pseudogene 84	100271187	ENSG00000228781	
RPL21P85	ribosomal protein L21 pseudogene 85	100271189	ENSG00000231804	
RPL21P86	ribosomal protein L21 pseudogene 86	100271190	ENSG00000213669	
RPL21P87	ribosomal protein L21 pseudogene 87	100131672	ENSG00000228053	
RPL21P88	ribosomal protein L21 pseudogene 88	100271421	ENSG00000238263	
RPL21P89	ribosomal protein L21 pseudogene 89	100271422	ENSG00000229870	
RPL21P90	ribosomal protein L21 pseudogene 90	100271423	ENSG00000227805	
RPL21P91	ribosomal protein L21 pseudogene 91	100271424	ENSG00000224907	
RPL21P92	ribosomal protein L21 pseudogene 92	100130400	ENSG00000225922	
RPL21P93	ribosomal protein L21 pseudogene 93	653665	ENSG00000229605	
RPL21P94	ribosomal protein L21 pseudogene 94	100271425	ENSG00000241678	
RPL21P95	ribosomal protein L21 pseudogene 95	100271427	ENSG00000241782	
RPL21P96	ribosomal protein L21 pseudogene 96	100271428	ENSG00000239861	
RPL21P97	ribosomal protein L21 pseudogene 97	387753	ENSG00000239470	
RPL21P98	ribosomal protein L21 pseudogene 98	653079	ENSG00000243071	
RPL21P99	ribosomal protein L21 pseudogene 99	100271429	ENSG00000242986	
RPL21P100	ribosomal protein L21 pseudogene 100	100271430	ENSG00000242405	
RPL21P101	ribosomal protein L21 pseudogene 101	100271431		
RPL21P102	ribosomal protein L21 pseudogene 102	100271432		
RPL21P103	ribosomal protein L21 pseudogene 103	100271433	ENSG00000241423	
RPL21P104	ribosomal protein L21 pseudogene 104	100271435	ENSG00000242922	
RPL21P105	ribosomal protein L21 pseudogene 105	728693		
RPL21P106	ribosomal protein L21 pseudogene 106	643264	ENSG00000239201	
RPL21P107	ribosomal protein L21 pseudogene 107	644627	ENSG00000225239	
RPL21P108	ribosomal protein L21 pseudogene 108	100271434	ENSG00000232701	
RPL21P109	ribosomal protein L21 pseudogene 109	100271437	ENSG00000237816	
RPL21P110	ribosomal protein L21 pseudogene 110	100271438	ENSG00000226617	
RPL21P111	ribosomal protein L21 pseudogene 111	100271439	ENSG00000237109	
RPL21P112	ribosomal protein L21 pseudogene 112	100270753	ENSG00000237924	
RPL21P113	ribosomal protein L21 pseudogene 113	100271440	ENSG00000241640	
RPL21P114	ribosomal protein L21 pseudogene 114	100271441	ENSG00000243780	
RPL21P115	ribosomal protein L21 pseudogene 115	100271443	ENSG00000243568	
RPL21P116	ribosomal protein L21 pseudogene 116	100271444	ENSG00000243711	
RPL21P117	ribosomal protein L21 pseudogene 117	729241	ENSG00000240238	
RPL21P118	ribosomal protein L21 pseudogene 118	100271446	ENSG00000239763	
RPL21P119	ribosomal protein L21 pseudogene 119	653737	ENSG00000220793	
RPL21P120	ribosomal protein L21 pseudogene 120	731688	ENSG00000244582	
RPL21P121	ribosomal protein L21 pseudogene 121	100271445	ENSG00000237382	
RPL21P122	ribosomal protein L21 pseudogene 122	100271447	ENSG00000241185	
RPL21P123	ribosomal protein L21 pseudogene 123	100271448	ENSG00000240531	
RPL21P124	ribosomal protein L21 pseudogene 124	100271450		
RPL21P125	ribosomal protein L21 pseudogene 125	100129685	ENSG00000240898	
RPL21P126	ribosomal protein L21 pseudogene 126	100271449	ENSG00000242320	
RPL21P127	ribosomal protein L21 pseudogene 127	100271452	ENSG00000243720	
RPL21P128	ribosomal protein L21 pseudogene 128	440487	ENSG00000244527	
RPL21P129	ribosomal protein L21 pseudogene 129	100271451	ENSG00000242636	
RPL21P130	ribosomal protein L21 pseudogene 130	100271453	ENSG00000243771	
RPL21P131	ribosomal protein L21 pseudogene 131	388532	ENSG00000232429	
RPL21P132	ribosomal protein L21 pseudogene 132	100271390	ENSG00000183911	
RPL21P133	ribosomal protein L21 pseudogene 133	100271391	ENSG00000236509	
RPL21P134	ribosomal protein L21 pseudogene 134	728782	ENSG00000233254	
RPL21P135	ribosomal protein L21 pseudogene 135	100419391	ENSG00000235482	
RPL21P136	ribosomal protein L21 pseudogene 136	100419521	ENSG00000271215	
RPL21P137	ribosomal protein L21 pseudogene 137	127379693	ENSG00000236732	
RPL22	ribosomal protein L22	6146	ENSG00000116251	P35268
RPL22L1	ribosomal protein L22 like 1	200916	ENSG00000163584	Q6P5R6
RPL22P1	ribosomal protein L22 pseudogene 1	125371	ENSG00000213178	
RPL22P2	ribosomal protein L22 pseudogene 2	326292	ENSG00000241081	
RPL22P3	ribosomal protein L22 pseudogene 3	729662	ENSG00000226457	
RPL22P4	ribosomal protein L22 pseudogene 4	100129102	ENSG00000225483	
RPL22P5	ribosomal protein L22 pseudogene 5	100132479	ENSG00000268074	
RPL22P6	ribosomal protein L22 pseudogene 6	100132047	ENSG00000268993	
RPL22P7	ribosomal protein L22 pseudogene 7	100129819	ENSG00000234559	
RPL22P8	ribosomal protein L22 pseudogene 8	100270957	ENSG00000237745	
RPL22P10	ribosomal protein L22 pseudogene 10	100128408	ENSG00000213295	
RPL22P11	ribosomal protein L22 pseudogene 11	402100	ENSG00000233707	
RPL22P12	ribosomal protein L22 pseudogene 12	727747	ENSG00000216867	
RPL22P13	ribosomal protein L22 pseudogene 13	442108	ENSG00000242670	
RPL22P14	ribosomal protein L22 pseudogene 14	100270960	ENSG00000218300	
RPL22P16	ribosomal protein L22 pseudogene 16	100270959	ENSG00000213935	
RPL22P17	ribosomal protein L22 pseudogene 17	100271289	ENSG00000235266	
RPL22P18	ribosomal protein L22 pseudogene 18	100271290	ENSG00000230171	
RPL22P19	ribosomal protein L22 pseudogene 19	644022	ENSG00000241129	
RPL22P20	ribosomal protein L22 pseudogene 20	100128664	ENSG00000239200	
RPL22P21	ribosomal protein L22 pseudogene 21	100271455	ENSG00000233979	
RPL22P22	ribosomal protein L22 pseudogene 22	100130922	ENSG00000213653	
RPL22P23	ribosomal protein L22 pseudogene 23	100289184	ENSG00000232379	
RPL22P24	ribosomal protein L22 pseudogene 24	100129295	ENSG00000231084	
RPL23	ribosomal protein L23	9349	ENSG00000125691	P62829
RPL23A	ribosomal protein L23a	6147	ENSG00000198242	P62750
RPL23AP1	ribosomal protein L23a pseudogene 1	6148	ENSG00000239257	
RPL23AP2	ribosomal protein L23a pseudogene 2	401904	ENSG00000225067	
RPL23AP3	ribosomal protein L23a pseudogene 3	8489	ENSG00000214914	
RPL23AP4	ribosomal protein L23a pseudogene 4	54029	ENSG00000212932	
RPL23AP5	ribosomal protein L23a pseudogene 5	729480		
RPL23AP6	ribosomal protein L23a pseudogene 6	128709	ENSG00000214835	
RPL23AP7	ribosomal protein L23a pseudogene 7	118433	ENSG00000240356	
RPL23AP8	ribosomal protein L23a pseudogene 8	641614	ENSG00000241582	
RPL23AP10	ribosomal protein L23a pseudogene 10	326293	ENSG00000240051	
RPL23AP11	ribosomal protein L23a pseudogene 11	326294	ENSG00000230988	
RPL23AP12	ribosomal protein L23a pseudogene 12	391282	ENSG00000228861	
RPL23AP14	ribosomal protein L23a pseudogene 14	341511	ENSG00000224438	
RPL23AP15	ribosomal protein L23a pseudogene 15	391175	ENSG00000230841	
RPL23AP16	ribosomal protein L23a pseudogene 16	647201	ENSG00000228190	
RPL23AP17	ribosomal protein L23a pseudogene 17	100271138	ENSG00000215893	
RPL23AP18	ribosomal protein L23a pseudogene 18	728134	ENSG00000225338	
RPL23AP19	ribosomal protein L23a pseudogene 19	100131143	ENSG00000229716	
RPL23AP20	ribosomal protein L23a pseudogene 20	645962	ENSG00000235990	
RPL23AP21	ribosomal protein L23a pseudogene 21	728481	ENSG00000241670	
RPL23AP22	ribosomal protein L23a pseudogene 22	100271291	ENSG00000237213	
RPL23AP23	ribosomal protein L23a pseudogene 23	100271292	ENSG00000236863	
RPL23AP24	ribosomal protein L23a pseudogene 24	728517	ENSG00000236679	
RPL23AP25	ribosomal protein L23a pseudogene 25	653789	ENSG00000233084	
RPL23AP26	ribosomal protein L23a pseudogene 26	391490	ENSG00000228884	
RPL23AP27	ribosomal protein L23a pseudogene 27	100271456	ENSG00000225669	
RPL23AP28	ribosomal protein L23a pseudogene 28	100271457	ENSG00000226331	
RPL23AP29	ribosomal protein L23a pseudogene 29	100271458	ENSG00000214024	
RPL23AP30	ribosomal protein L23a pseudogene 30	100271459	ENSG00000226658	
RPL23AP31	ribosomal protein L23a pseudogene 31	100271460	ENSG00000232625	
RPL23AP32	ribosomal protein L23a pseudogene 32	56969	ENSG00000237887	
RPL23AP33	ribosomal protein L23a pseudogene 33	100271293	ENSG00000237824	
RPL23AP34	ribosomal protein L23a pseudogene 34	100271294	ENSG00000225991	
RPL23AP35	ribosomal protein L23a pseudogene 35	100271295	ENSG00000232568	
RPL23AP36	ribosomal protein L23a pseudogene 36	100271296	ENSG00000225124	
RPL23AP37	ribosomal protein L23a pseudogene 37	130773	ENSG00000236148	
RPL23AP38	ribosomal protein L23a pseudogene 38	391504	ENSG00000184423	
RPL23AP39	ribosomal protein L23a pseudogene 39	100271461	ENSG00000214074	
RPL23AP40	ribosomal protein L23a pseudogene 40	100271462	ENSG00000242321	
RPL23AP41	ribosomal protein L23a pseudogene 41	646685	ENSG00000224085	
RPL23AP42	ribosomal protein L23a pseudogene 42	647099	ENSG00000234851	
RPL23AP43	ribosomal protein L23a pseudogene 43	389101	ENSG00000227337	
RPL23AP44	ribosomal protein L23a pseudogene 44	391825	ENSG00000244088	
RPL23AP45	ribosomal protein L23a pseudogene 45	729764	ENSG00000213285	
RPL23AP46	ribosomal protein L23a pseudogene 46	442260	ENSG00000213122	
RPL23AP47	ribosomal protein L23a pseudogene 47	729277	ENSG00000219814	
RPL23AP48	ribosomal protein L23a pseudogene 48	728567	ENSG00000219135	
RPL23AP49	ribosomal protein L23a pseudogene 49	653236	ENSG00000243422	
RPL23AP50	ribosomal protein L23a pseudogene 50	728106	ENSG00000232778	
RPL23AP51	ribosomal protein L23a pseudogene 51	100271464	ENSG00000269721	
RPL23AP52	ribosomal protein L23a pseudogene 52	100271465	ENSG00000230370	
RPL23AP53	ribosomal protein L23a pseudogene 53	644128	ENSG00000223508	
RPL23AP54	ribosomal protein L23a pseudogene 54	100271466	ENSG00000240486	
RPL23AP55	ribosomal protein L23a pseudogene 55	100271467	ENSG00000243265	
RPL23AP56	ribosomal protein L23a pseudogene 56	645809	ENSG00000244413	
RPL23AP57	ribosomal protein L23a pseudogene 57	648294	ENSG00000206147	
RPL23AP58	ribosomal protein L23a pseudogene 58	100271616	ENSG00000228657	
RPL23AP59	ribosomal protein L23a pseudogene 59	100271618	ENSG00000215002	
RPL23AP60	ribosomal protein L23a pseudogene 60	728933	ENSG00000213147	
RPL23AP61	ribosomal protein L23a pseudogene 61	728484	ENSG00000280012	
RPL23AP62	ribosomal protein L23a pseudogene 62	100271617	ENSG00000213233	
RPL23AP63	ribosomal protein L23a pseudogene 63	729798	ENSG00000243721	
RPL23AP64	ribosomal protein L23a pseudogene 64	649946	ENSG00000240970	
RPL23AP65	ribosomal protein L23a pseudogene 65	440027	ENSG00000243964	
RPL23AP66	ribosomal protein L23a pseudogene 66	100271620	ENSG00000243141	
RPL23AP67	ribosomal protein L23a pseudogene 67	100271622	ENSG00000240991	
RPL23AP68	ribosomal protein L23a pseudogene 68	100130555	ENSG00000242850	
RPL23AP69	ribosomal protein L23a pseudogene 69	100271623	ENSG00000235315	
RPL23AP70	ribosomal protein L23a pseudogene 70	100271619	ENSG00000241052	
RPL23AP71	ribosomal protein L23a pseudogene 71	644384	ENSG00000237450	
RPL23AP72	ribosomal protein L23a pseudogene 72	100271621	ENSG00000239840	
RPL23AP73	ribosomal protein L23a pseudogene 73	100271625	ENSG00000244283	
RPL23AP74	ribosomal protein L23a pseudogene 74	729617	ENSG00000227694	
RPL23AP75	ribosomal protein L23a pseudogene 75	728207	ENSG00000240125	
RPL23AP76	ribosomal protein L23a pseudogene 76	441781	ENSG00000226156	
RPL23AP77	ribosomal protein L23a pseudogene 77	728538	ENSG00000267301	
RPL23AP78	ribosomal protein L23a pseudogene 78	100271624	ENSG00000269244	
RPL23AP79	ribosomal protein L23a pseudogene 79	100271626		
RPL23AP80	ribosomal protein L23a pseudogene 80	390949	ENSG00000213035	
RPL23AP81	ribosomal protein L23a pseudogene 81	100271627	ENSG00000242748	
RPL23AP82	ribosomal protein L23a pseudogene 82	284942	ENSG00000184319	
RPL23AP83	ribosomal protein L23a pseudogene 83	100131846	ENSG00000234135	
RPL23AP84	ribosomal protein L23a pseudogene 84	102723981	ENSG00000261914	
RPL23AP85	ribosomal protein L23a pseudogene 85	100419650	ENSG00000224980	
RPL23AP86	ribosomal protein L23a pseudogene 86	100507357	ENSG00000262959	
RPL23AP87	ribosomal protein L23a pseudogene 87	388574	ENSG00000232938	
RPL23AP88	ribosomal protein L23a pseudogene 88	100289034	ENSG00000271153	
RPL23AP89	ribosomal protein L23a pseudogene 89	106480336	ENSG00000227875	
RPL23AP90	ribosomal protein L23a pseudogene 90	106480690	ENSG00000271415	
RPL23AP91	ribosomal protein L23a pseudogene 91	106480337	ENSG00000260965	
RPL23AP92	ribosomal protein L23a pseudogene 92	106481731	ENSG00000270723	
RPL23AP93	ribosomal protein L23a pseudogene 93	100288802	ENSG00000232873	
RPL23AP94	ribosomal protein L23a pseudogene 94	106481971	ENSG00000248439	
RPL23AP95	ribosomal protein L23a pseudogene 95	106480338	ENSG00000236848	
RPL23AP96	ribosomal protein L23a pseudogene 96	392181	ENSG00000250752	
RPL23AP97	ribosomal protein L23a pseudogene 97	102723647	ENSG00000260615	
RPL23P2	ribosomal protein L23 pseudogene 2	54028	ENSG00000176054	
RPL23P3	ribosomal protein L23 pseudogene 3	100130630		
RPL23P4	ribosomal protein L23 pseudogene 4	100270961	ENSG00000223903	
RPL23P5	ribosomal protein L23 pseudogene 5	402120	ENSG00000230406	
RPL23P6	ribosomal protein L23 pseudogene 6	646949	ENSG00000180211	
RPL23P7	ribosomal protein L23 pseudogene 7	442659		
RPL23P8	ribosomal protein L23 pseudogene 8	222901	ENSG00000219451	
RPL23P9	ribosomal protein L23 pseudogene 9	100129377		
RPL23P10	ribosomal protein L23 pseudogene 10	100270962	ENSG00000244708	
RPL23P11	ribosomal protein L23 pseudogene 11	100271297	ENSG00000226407	
RPL24	ribosomal protein L24	6152	ENSG00000114391	P83731
RPL24P2	RPL24 pseudogene 2	140760	ENSG00000235065	
RPL24P3	RPL24 pseudogene 3	145235		
RPL24P4	RPL24 pseudogene 4	377381	ENSG00000181524	
RPL24P5	RPL24 pseudogene 5	100129017		
RPL24P6	RPL24 pseudogene 6	100129808	ENSG00000236844	
RPL24P7	RPL24 pseudogene 7	100270963	ENSG00000215016	
RPL24P8	RPL24 pseudogene 8	100270964	ENSG00000236801	
